iter	Logloss
168	0.07464482897
169	0.07450556996
170	0.07436240894
171	0.07427184613
172	0.07417860616
173	0.07390360392
174	0.07379164337
175	0.07373352953
176	0.0736577583
177	0.07329959588
178	0.07323382084
179	0.07222215439
180	0.07214798421
181	0.07203870304
182	0.07181502387
183	0.07173372258
184	0.07152750586
185	0.07145980054
186	0.0712596732
187	0.07115003765
188	0.07093225809
189	0.07085351966
190	0.07075842561
191	0.07068360065
192	0.07062351287
193	0.07052908062
194	0.07047889434
195	0.07042936136
196	0.07025210519
197	0.07017801823
198	0.0700532271
199	0.069960498
200	0.06990367447
201	0.06975001231
202	0.06963793005
203	0.06955076207
204	0.06905381267
205	0.06892573473
206	0.06882725139
207	0.06874691561
208	0.06871658263
209	0.06864600814
210	0.06849165274
211	0.06838583262
212	0.06826990644
213	0.0682191009
214	0.06808690862
215	0.06800511828
216	0.06793791273
217	0.06787325561
218	0.06772972947
219	0.06759157617
220	0.06751211786
221	0.06746213061
222	0.06741285694
223	0.06721460107
224	0.06715432945
225	0.06707418751
226	0.06684506411
227	0.06662595762
228	0.06658321355
229	0.06647079207
230	0.06641362081
231	0.06636852733
232	0.06632865095
233	0.06628035241
234	0.06620767414
235	0.06608815633
236	0.06602763982
237	0.06595290068
238	0.06588716263
239	0.065873314
240	0.06581438855
241	0.06578295651
242	0.06570817631
243	0.06559281871
244	0.06551765452
245	0.06545173484
246	0.06539660743
247	0.06536717892
248	0.06533577832
249	0.06529354846
250	0.06524590617
251	0.0652245125
252	0.06515163447
253	0.0651403143
254	0.06508388142
255	0.06500155358
256	0.06486992433
257	0.06472028402
258	0.06468274484
259	0.06463874154
260	0.06456846114
261	0.06446584164
262	0.06441510306
263	0.06429167881
264	0.06416313069
265	0.06411875672
266	0.06404022841
267	0.06399007728
268	0.06395539986
269	0.06382809544
270	0.06378117858
271	0.06371561662
272	0.06366589645
273	0.06361573717
274	0.06347322797
275	0.06342334392
276	0.06339458794
277	0.0633675832
278	0.06333089337
279	0.06325047362
280	0.0631576328
281	0.0630721343
282	0.06303646178
283	0.06295039138
284	0.06292413093
285	0.06278295939
286	0.0627480282
287	0.06270752552
288	0.06265190019
289	0.06260404964
290	0.06253266427
291	0.06246896785
292	0.06240122849
293	0.06233175417
294	0.06229539062
295	0.0621888373
296	0.06216011203
297	0.06211681344
298	0.06206732114
299	0.06203684093
300	0.06196794221
301	0.06192264416
302	0.06171378949
303	0.06167666204
304	0.06160809256
305	0.06157857378
306	0.06155041672
307	0.06153030891
308	0.06149672759
309	0.06146323986
310	0.0614240201
311	0.061394899
312	0.06137600604
313	0.06129122483
314	0.06125658774
315	0.06122462152
316	0.06103110332
317	0.06096136524
318	0.06091036586
319	0.06088417311
320	0.06085613812
321	0.0607982159
322	0.06073272903
323	0.06069254043
324	0.06065255491
325	0.06056486719
326	0.06053468846
327	0.06043671156
328	0.06041086099
329	0.06036835812
330	0.06031586164
331	0.06028691478
332	0.0602338475
333	0.06019686654
334	0.06013697816
335	0.06007753369
336	0.06005455599
337	0.05997687518
338	0.05992798069
339	0.05987143868
340	0.05984957224
341	0.05973697134
342	0.05971502018
343	0.05967824528
344	0.05958940115
345	0.05957735186
346	0.05949732978
347	0.05947119289
348	0.05943399404
349	0.05928689144
350	0.05927060721
351	0.05918657844
352	0.05915932659
353	0.05885307987
354	0.05881295748
355	0.05877072576
356	0.05874638598
357	0.05870446537
358	0.05864881637
359	0.05861437644
360	0.05858165336
361	0.05854762035
362	0.05850792338
363	0.05847245284
364	0.05844053712
365	0.05841796374
366	0.05838284204
367	0.0583593481
368	0.05833438147
369	0.05829661608
370	0.05824180053
371	0.05821436112
372	0.05815227426
373	0.0580551001
374	0.05801927276
375	0.05799949493
376	0.0579723683
377	0.05794019418
378	0.05791641706
379	0.05781193719
380	0.05779770958
381	0.05770441892
382	0.05767096874
383	0.05764551122
384	0.05758817386
385	0.05755924476
386	0.05754117618
387	0.05752809775
388	0.05751034823
389	0.05744047254
390	0.05739232715
391	0.05737282307
392	0.05733082071
393	0.05731365161
394	0.05726682705
395	0.05723815393
396	0.05720913734
397	0.05718122146
398	0.0571077005
399	0.0570874007
400	0.05705522048
401	0.057022923
402	0.05697792292
403	0.05688692341
404	0.05686847474
405	0.05682235785
406	0.05680610229
407	0.05679224479
408	0.05670656374
409	0.05667973138
410	0.05662328833
411	0.05656434659
412	0.05653853598
413	0.05651440317
414	0.05646610205
415	0.05645441528
416	0.05642484287
417	0.05636940343
418	0.05632406117
419	0.05629274936
420	0.05628485417
421	0.05627025108
422	0.05625337404
423	0.05621599966
424	0.05619399782
425	0.05613962785
426	0.05611119481
427	0.05608546595
428	0.05607159402
429	0.0560467824
430	0.05598312168
431	0.05595821258
432	0.05592007818
433	0.05587391006
434	0.05584308877
435	0.05583104225
436	0.05581618428
437	0.05578079956
438	0.05575448788
439	0.05572921884
440	0.05569094369
441	0.05565614327
442	0.05564047423
443	0.0556341971
444	0.05561882919
445	0.05556477439
446	0.05542965801
447	0.05537156064
448	0.05534797588
449	0.05526654049
450	0.05523716969
451	0.05520166659
452	0.05518854783
453	0.05515852466
454	0.05512061944
455	0.05509044405
456	0.05501254165
457	0.05500199279
458	0.05488538169
459	0.05485991991
460	0.05481775571
461	0.05479815156
462	0.0547792906
463	0.05475779353
464	0.05471765172
465	0.05469052657
466	0.05466444313
467	0.05463472423
468	0.05461583755
469	0.05457539666
470	0.05455366986
471	0.05451666171
472	0.05449441147
473	0.0544792472
474	0.05445846649
475	0.05441374239
476	0.05439667225
477	0.05438297733
478	0.0543647826
479	0.05429853368
480	0.05426397409
481	0.05425365809
482	0.05422966752
483	0.0542021606
484	0.0541525688
485	0.05411640316
486	0.05410932348
487	0.05410458285
488	0.05404278564
489	0.05401259009
490	0.05393046497
491	0.05391355667
492	0.05388801314
493	0.05385236522
494	0.05382455847
495	0.05378707293
496	0.05375798161
497	0.0536957649
498	0.05368791762
499	0.0536711917
